entid,CaseType,Probability,lime
195069391,1,[0.04681754 0.57495073 0.02558483 0.3526469 ],"[('0.00 < BUSST <= 9.91', 0.1484016735748629), ('INDUSTRYPHY <= 10.00', 0.12267620909760764), ('registertype <= 8.00', -0.10765260420606136), ('tax_dum <= 0.00', -0.07245005114455347), ('taxtype5 <= 0.00', 0.06982725047597345), ('EXENUM <= 0.00', -0.06966531898574745), ('web_dum <= 0.00', -0.05360214485276301), ('taxtype3 <= 0.00', -0.050206464947509535), ('LIMPARNUM <= 0.00', 0.035725480282527845), ('TOTEQU <= 77369.64', -0.032239842050088716)]"
546531844,3,[0.01148381 0.16831612 0.01535059 0.80484949],"[('BUSST > 11.00', 0.18392704636254895), ('tax_dum <= 0.00', 0.1818207904436053), ('LIMPARNUM <= 0.00', -0.1689992811244723), ('registertype <= 8.00', 0.14028073688833959), ('certificate_num > 0.00', -0.11488656830598905), ('honor_num <= 0.00', -0.08334408479813027), ('ALTTIME > 9.00', -0.07830224119685741), ('so1 <= 0.00', 0.0706327225738505), ('taxtype0 <= 0.00', 0.03609277922830298), ('taxtype2 <= 0.00', -0.03452946552946891)]"
381660897,1,[0.06130779 0.61527512 0.13743392 0.18598318],"[('0.00 < BUSST <= 9.91', 0.1499009537170153), ('INDUSTRYPHY <= 10.00', 0.11519561579470514), ('registertype > 8.00', 0.10382134627644632), ('tax_dum <= 0.00', 0.09126260019617691), ('honor_num <= 0.00', 0.08024754389685605), ('region_id > 348.50', -0.07287955792111836), ('taxtype3 <= 0.00', -0.07058770663886658), ('taxtype0 <= 0.00', 0.05498097720461724), ('TRANSAM_delta <= 5.49', -0.05369144724429899), ('taxtype6 <= 0.00', -0.044991598602857015)]"
1121810685,1,[0.03378397 0.74286454 0.01638894 0.20696256],"[('0.00 < BUSST <= 9.91', 0.1468451890255896), ('INDUSTRYPHY <= 10.00', 0.1258497669412826), ('registertype <= 8.00', -0.10689575950457474), ('EXENUM <= 0.00', -0.06603860538042779), ('LIMPARNUM <= 0.00', -0.05828137818736856), ('taxtype5 <= 0.00', -0.05576153911453613), ('web_dum <= 0.00', -0.050386151606282854), ('taxtype4 <= 0.00', -0.04964278613599381), ('taxtype0 <= 0.00', -0.04613087451312825), ('CONAM_delta <= 0.00', -0.04341868742238748)]"
594943902,3,[0.01922663 0.03586821 0.06591351 0.87899165],"[('region_id > 348.50', 0.19182305011243206), ('BUSST > 11.00', 0.1675500267410585), ('registertype > 8.00', -0.1589099716694658), ('TRANSAM_delta <= 5.49', 0.1441051229825986), ('certificate_num <= 0.00', 0.1321632856402732), ('PROGRO <= 3076.90', -0.10680284892057361), ('LIMPARNUM <= 0.00', -0.09920537975256873), ('so1 <= 0.00', 0.07610004870392369), ('taxtype1 <= 0.00', -0.07371222196267875), ('ALTTIME > 9.00', -0.0684396230073728)]"
391063879,1,[0.02720769 0.7960745  0.08250116 0.09421665],"[('0.00 < BUSST <= 9.91', 0.14354337314589666), ('taxtype3 <= 0.00', 0.09852329176749987), ('registertype > 8.00', 0.0929153116678682), ('tax_dum <= 0.00', 0.0902140810212842), ('taxtype1 <= 0.00', -0.0899519889073399), ('taxtype6 <= 0.00', -0.07915894439432687), ('region_id > 348.50', -0.07486528062922135), ('TRANSAM_delta <= 5.49', 0.05923078452095441), ('taxtype2 <= 0.00', -0.04291458259402681), ('LIMPARNUM <= 0.00', 0.018814801106490656)]"
972156058,3,[0.03916435 0.36161872 0.06667686 0.53254007],"[('0.00 < BUSST <= 9.91', -0.31713570023848214), ('region_id > 348.50', 0.17905298131302486), ('LIMPARNUM <= 0.00', 0.17064778505093306), ('registertype > 8.00', -0.15973768392505772), ('certificate_num <= 0.00', 0.13285865861757815), ('PROGRO <= 3076.90', -0.09287324190944087), ('taxtype3 <= 0.00', -0.09098946615084308), ('honor_num <= 0.00', -0.08206514898966746), ('so1 <= 0.00', 0.08095775032994133), ('ttype_abnormal_2 <= 0.00', 0.05357197350124015)]"
133586457,4,[0.06337524 0.38980829 0.08350488 0.46331159],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
490026099,3,[0.00803213 0.01409663 0.00692538 0.97094587],"[('BUSST > 11.00', 0.21622678357291558), ('taxtype4 <= 0.00', -0.19836175586903781), ('registertype <= 8.00', 0.16261731121201112), ('ttype_abnormal_2 <= 0.00', 0.1521738307709628), ('taxtype0 <= 0.00', 0.13118113944691615), ('PROGRO <= 3076.90', -0.11707261172651097), ('certificate_num <= 0.00', 0.10460916305388274), ('honor_num <= 0.00', -0.09701435523781901), ('taxtype3 <= 0.00', 0.0798654144128335), ('EXENUM <= 0.00', 0.07257323530976573)]"
191099842,3,[0.00873901 0.03120205 0.01004837 0.95001056],"[('LIMPARNUM <= 0.00', 0.19182223942698184), ('region_id > 348.50', 0.18832781641585214), ('ttype_abnormal_2 <= 0.00', 0.1777217180427635), ('BUSST > 11.00', 0.17487594505825674), ('registertype > 8.00', -0.1672078175390573), ('taxtype6 <= 0.00', 0.131403066761304), ('EXENUM <= 0.00', 0.12332255394426132), ('honor_num <= 0.00', 0.11990594568270857), ('tax_dum <= 0.00', 0.11031689991385131), ('taxtype0 <= 0.00', -0.09446795539816073)]"
104267398,1,[0.07730736 0.54669484 0.07723677 0.29876103],"[('0.00 < BUSST <= 9.91', 0.1427317139181028), ('taxtype6 <= 0.00', -0.13761034607228195), ('INDUSTRYPHY <= 10.00', 0.11635297672143269), ('registertype > 8.00', 0.0974427365153026), ('region_id > 348.50', -0.07634345459187522), ('web_dum <= 0.00', -0.04709586018140541), ('taxtype2 <= 0.00', -0.04097753447801678), ('taxtype0 <= 0.00', 0.034824723423937984), ('PROGRO <= 3076.90', -0.032125151015818705), ('LIMPARNUM <= 0.00', -0.02829080199089606)]"
1176566336,3,[0.00852442 0.0578739  0.00761753 0.92598415],"[('BUSST > 11.00', 0.20465068608005652), ('taxtype3 <= 0.00', 0.20049718154842425), ('registertype <= 8.00', 0.16522261393667356), ('honor_num <= 0.00', -0.14665744099140102), ('certificate_num <= 0.00', 0.13632014231151018), ('taxtype2 <= 0.00', -0.12694030971186296), ('ttype_abnormal_2 <= 0.00', 0.11918695258179189), ('taxtype5 <= 0.00', -0.11402288026965397), ('taxtype6 <= 0.00', 0.11399740160034427), ('LIMPARNUM <= 0.00', -0.10759084949388707)]"
837635963,3,[0.0127114  0.07058152 0.07444267 0.84226441],"[('region_id > 348.50', 0.1845726773380327), ('BUSST > 11.00', 0.17733240729955801), ('taxtype0 <= 0.00', 0.16559069264035445), ('ttype_abnormal_2 <= 0.00', 0.1649613393349275), ('taxtype2 <= 0.00', 0.15588898556988492), ('registertype > 8.00', -0.1550199855067756), ('certificate_num <= 0.00', 0.1288468628095536), ('illegad_num <= 0.00', 0.1279709447363682), ('taxtype1 <= 0.00', 0.10797696300815846), ('taxtype5 <= 0.00', 0.0720749432554277)]"
606504255,3,[0.00956644 0.09100413 0.02068192 0.87874751],"[('0.00 < BUSST <= 9.91', -0.31080914145695593), ('region_id > 348.50', 0.1798689462399064), ('taxtype2 <= 0.00', 0.166622575821619), ('taxtype0 <= 0.00', -0.1574302378058353), ('registertype <= 8.00', 0.1539990390738166), ('ttype_abnormal_2 <= 0.00', 0.14668565226237096), ('certificate_num <= 0.00', 0.12742528711852916), ('honor_num <= 0.00', -0.11892270456288317), ('tax_dum <= 0.00', -0.09137615071918244), ('TRANSAM_delta <= 5.49', 0.04414141878148366)]"
384648638,3,[0.00736173 0.01510209 0.00819536 0.96934082],"[('region_id > 348.50', 0.18372942718913435), ('BUSST > 11.00', 0.1785367828668735), ('LIMPARNUM <= 0.00', -0.15278925673176585), ('registertype > 8.00', -0.14719808300874998), ('taxtype3 <= 0.00', -0.1424788044460965), ('certificate_num <= 0.00', 0.14098052477765016), ('taxtype0 <= 0.00', -0.12542556636925578), ('taxtype1 <= 0.00', 0.11593746225538666), ('ttype_abnormal_2 <= 0.00', 0.11053519139628891), ('taxtype6 <= 0.00', -0.07745693447956381)]"
838184213,3,[0.03238655 0.00695162 0.00702902 0.95363281],"[('taxtype2 <= 0.00', 0.18511826396223635), ('BUSST > 11.00', 0.1614358939227145), ('registertype <= 8.00', 0.14122286925344013), ('certificate_num <= 0.00', 0.14080849529383277), ('taxtype3 <= 0.00', 0.11847545975918304), ('province_1 <= 0.00', -0.10870616500731821), ('illegad_num <= 0.00', -0.10423283747696029), ('ttype_abnormal_2 <= 0.00', 0.09276791257332996), ('honor_num <= 0.00', 0.08768709543207269), ('taxtype4 <= 0.00', 0.07369604149187338)]"
7377264,3,[0.01880052 0.05395541 0.03209735 0.89514672],"[('BUSST > 11.00', 0.17629648024391711), ('registertype > 8.00', -0.1681513132599553), ('taxtype6 <= 0.00', 0.16231007652322), ('taxtype3 <= 0.00', -0.1465080270568319), ('taxtype5 <= 0.00', -0.1426944042681944), ('certificate_num <= 0.00', 0.12026326172001132), ('taxtype2 <= 0.00', -0.1119712138936555), ('taxtype9 > 0.00', 0.10142705391829938), ('taxtype1 <= 0.00', 0.09091340724740878), ('taxtype4 <= 0.00', -0.06342764744516811)]"
825477088,3,[0.06336798 0.06585382 0.03648382 0.83429439],"[('0.00 < BUSST <= 9.91', -0.3336867546240986), ('registertype <= 8.00', 0.155633550968741), ('taxtype4 <= 0.00', -0.15379076928998275), ('honor_num <= 0.00', 0.1507973445224883), ('certificate_num <= 0.00', 0.13815046367233202), ('taxtype2 <= 0.00', -0.10198936743405505), ('taxtype3 <= 0.00', 0.09883882646892085), ('taxtype1 <= 0.00', -0.08433026060275237), ('TRANSAM_delta <= 5.49', -0.07317921567674888), ('LIMPARNUM <= 0.00', -0.06564769854350655)]"
786701431,1,[0.07224929 0.58303198 0.19940536 0.14531337],"[('0.00 < BUSST <= 9.91', 0.14606405601479586), ('honor_num <= 0.00', -0.1409262690127366), ('INDUSTRYPHY <= 10.00', 0.12505711345171466), ('registertype > 8.00', 0.09381997715603398), ('EXENUM <= 0.00', -0.0927013368459717), ('region_id > 348.50', -0.07782234235979753), ('taxtype4 <= 0.00', -0.0561573257046187), ('taxtype1 <= 0.00', 0.04759732396411084), ('LIMPARNUM <= 0.00', -0.0427466011832004), ('taxtype3 <= 0.00', 0.028140994909333472)]"
976354493,3,[0.00883811 0.05049865 0.00660419 0.93405905],"[('EXENUM <= 0.00', 0.19561259887770485), ('BUSST > 11.00', 0.18586269141576553), ('honor_num <= 0.00', -0.18166618700118276), ('registertype <= 8.00', 0.15790869003493413), ('taxtype6 <= 0.00', 0.15654304445901054), ('certificate_num <= 0.00', 0.13364351479147782), ('taxtype2 <= 0.00', -0.11718774786492554), ('PROGRO <= 3076.90', 0.09197654697536484), ('LIMPARNUM <= 0.00', 0.08348558081782294), ('taxtype1 <= 0.00', 0.05520783617569695)]"
784581558,3,[0.0080033  0.03331281 0.00890958 0.94977431],"[('region_id > 348.50', 0.1759411425008438), ('BUSST > 11.00', 0.15715627144246022), ('registertype > 8.00', -0.15676898885841445), ('tax_dum <= 0.00', -0.13744974491346507), ('taxtype3 <= 0.00', -0.12474999536141335), ('PROGRO <= 3076.90', -0.1228410139795167), ('taxtype0 <= 0.00', 0.11979027991872179), ('certificate_num <= 0.00', 0.10756517627214304), ('so1 <= 0.00', 0.08673444169739455), ('ttype_abnormal_2 <= 0.00', 0.07405316343862028)]"
642083882,3,[0.01174386 0.00705556 0.00932252 0.97187805],"[('BUSST > 11.00', 0.17347229930435543), ('registertype <= 8.00', 0.15894802739681613), ('taxtype2 <= 0.00', -0.14029849875111527), ('taxtype1 <= 0.00', -0.13810451002544594), ('certificate_num <= 0.00', 0.12463027062395542), ('LIMPARNUM <= 0.00', -0.11104091543556738), ('taxtype5 <= 0.00', 0.108545305460814), ('taxtype3 <= 0.00', -0.07983017162083772), ('so1 <= 0.00', 0.07726700543200898), ('region_id <= 68.00', -0.06500344816892183)]"
456970959,1,[0.06016896 0.55118669 0.290552   0.09809234],"[('0.00 < BUSST <= 9.91', 0.1455852048534263), ('INDUSTRYPHY <= 10.00', 0.12171177129182997), ('registertype > 8.00', 0.10494678559423676), ('province_1 <= 0.00', -0.09777014630728689), ('region_id > 348.50', -0.06884965315462775), ('taxtype6 <= 0.00', 0.05025542999905559), ('web_dum <= 0.00', -0.047280303703634716), ('LIMPARNUM <= 0.00', -0.03932445827045088), ('illegad_num <= 0.00', -0.03623438204211946), ('taxtype3 <= 0.00', -0.028735040688213403)]"
744841992,4,[0.10660358 0.34118084 0.06046204 0.49175354],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
20831715,3,[0.05449928 0.01898379 0.01256279 0.91395414],"[('taxtype0 <= 0.00', 0.21486405436984451), ('BUSST > 11.00', 0.15933265195798646), ('tax_dum <= 0.00', 0.14740424897780077), ('honor_num <= 0.00', -0.14727559308241528), ('registertype > 8.00', -0.14723097535328164), ('certificate_num <= 0.00', 0.13798138988520864), ('taxtype6 <= 0.00', -0.12490155193934727), ('taxtype2 <= 0.00', 0.11951829087802107), ('taxtype9 > 0.00', 0.10568903175514988), ('taxtype5 <= 0.00', -0.09179303000506112)]"
919697829,3,[0.01399118 0.06609833 0.00813658 0.91177391],"[('honor_num <= 0.00', 0.23406761774193618), ('BUSST > 11.00', 0.1648678366333326), ('registertype <= 8.00', 0.1518840094297371), ('certificate_num <= 0.00', 0.13597874186420675), ('taxtype1 <= 0.00', -0.1276390656659681), ('taxtype2 <= 0.00', 0.10697281105117958), ('taxtype6 <= 0.00', 0.09515673093527675), ('taxtype5 <= 0.00', -0.06983047601957572), ('EXENUM <= 0.00', 0.06634676545298297), ('taxtype4 <= 0.00', 0.04641156634757067)]"
947771826,4,[0.10043607 0.183728   0.3092142  0.40662172],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1063323273,3,[0.01622688 0.05698437 0.00756916 0.9192196 ],"[('registertype <= 8.00', 0.16871939212191933), ('BUSST > 11.00', 0.165269898080436), ('taxtype0 <= 0.00', -0.1394566477574854), ('taxtype4 <= 0.00', -0.1318413027336393), ('certificate_num <= 0.00', 0.1300584459457873), ('taxtype2 <= 0.00', 0.1296197767043922), ('taxtype3 <= 0.00', -0.09736274070183469), ('so1 <= 0.00', 0.08093396437966152), ('tax_dum <= 0.00', -0.07677835504965262), ('province_1 <= 0.00', 0.06970038617988152)]"
1116637957,3,[0.00873945 0.0653161  0.00631859 0.91962586],"[('BUSST > 11.00', 0.167309266178061), ('registertype <= 8.00', 0.1487685636097959), ('certificate_num <= 0.00', 0.12190059447055948), ('taxtype6 <= 0.00', -0.10729604202688374), ('ttype_abnormal_2 <= 0.00', 0.09511470755301091), ('tax_dum <= 0.00', 0.09509610701493416), ('taxtype1 <= 0.00', -0.08967135586449837), ('so1 <= 0.00', 0.08189601591994161), ('taxtype2 <= 0.00', -0.0633114737564032), ('taxtype3 <= 0.00', 0.052412910594646776)]"
225147557,3,[0.0070055  0.035861   0.02432528 0.93280822],"[('region_id > 348.50', 0.17928165384893785), ('BUSST > 11.00', 0.1700748499774759), ('taxtype3 <= 0.00', 0.1603115074930585), ('registertype > 8.00', -0.15587010954699304), ('certificate_num <= 0.00', 0.1269107975559026), ('tax_dum <= 0.00', -0.11820720121568094), ('province_1 <= 0.00', -0.1028813289277568), ('ALTTIME > 9.00', -0.09287207867832449), ('so1 <= 0.00', 0.08910952380658851), ('taxtype1 <= 0.00', 0.060346017815248516)]"
900717832,3,[0.00910883 0.05363369 0.01072737 0.92653011],"[('region_id > 348.50', 0.1840764314871393), ('BUSST > 11.00', 0.1612697704476), ('registertype > 8.00', -0.14716364654647268), ('EXENUM <= 0.00', 0.13427071543853292), ('taxtype0 <= 0.00', -0.13315197800073855), ('certificate_num <= 0.00', 0.12166065205445778), ('taxtype3 <= 0.00', -0.0932948066953439), ('taxtype2 <= 0.00', -0.07936502265158364), ('ttype_abnormal_2 <= 0.00', 0.06162877807174612), ('tax_dum <= 0.00', -0.05978850819276679)]"
504391981,3,[0.00876774 0.13539875 0.01086529 0.84496822],"[('region_id > 348.50', 0.17927579089973578), ('BUSST > 11.00', 0.1785984533050522), ('TRANSAM_delta <= 5.49', -0.17169161269003705), ('registertype > 8.00', -0.1617921268629083), ('taxtype0 <= 0.00', -0.14475965912898942), ('EXENUM <= 0.00', 0.12501840272338569), ('certificate_num <= 0.00', 0.1220256815208437), ('PROGRO <= 3076.90', -0.10941425457112529), ('honor_num <= 0.00', -0.1054162384978888), ('taxtype3 <= 0.00', 0.07619720754308358)]"
640404632,3,[0.00981916 0.19128817 0.01194348 0.78694919],"[('taxtype0 <= 0.00', 0.22731830663138078), ('BUSST > 11.00', 0.17621305559489212), ('PROGRO <= 3076.90', 0.16695497225755015), ('registertype > 8.00', -0.16205270236216915), ('certificate_num <= 0.00', 0.13928942817998352), ('taxtype2 <= 0.00', -0.1258286077511107), ('taxtype6 <= 0.00', -0.11651046211138504), ('taxtype5 <= 0.00', 0.11486432562405344), ('taxtype3 <= 0.00', -0.09624909228410775), ('ttype_abnormal_2 <= 0.00', 0.085884461055316)]"
1148446302,3,[0.00765357 0.01834715 0.00791769 0.96608159],"[('EXENUM <= 0.00', 0.2193052268344056), ('BUSST > 11.00', 0.1836861083216096), ('taxtype5 <= 0.00', -0.1783840422514471), ('registertype <= 8.00', 0.15937468110777658), ('LIMPARNUM <= 0.00', -0.1261282220804321), ('certificate_num <= 0.00', 0.10327789008838256), ('ttype_abnormal_2 <= 0.00', 0.08379648119442769), ('taxtype2 <= 0.00', 0.08169371857031955), ('honor_num <= 0.00', 0.07442777929080702), ('tax_dum <= 0.00', 0.06793863172448888)]"
189649353,3,[0.00737197 0.01850829 0.00820676 0.96591298],"[('LIMPARNUM <= 0.00', 0.19871485444772718), ('BUSST > 11.00', 0.19833727911281246), ('region_id > 348.50', 0.18695870692037284), ('registertype > 8.00', -0.15402500958736692), ('certificate_num <= 0.00', 0.13747773692203508), ('taxtype6 <= 0.00', 0.13141496972470432), ('taxtype3 <= 0.00', -0.09560343695728425), ('taxtype0 <= 0.00', 0.08422803160354851), ('taxtype1 <= 0.00', -0.05448706456165167), ('taxtype5 <= 0.00', -0.028390531372873486)]"
657953784,3,[0.01003012 0.30967406 0.0420958  0.63820001],"[('BUSST > 11.00', 0.19565342632631808), ('region_id > 348.50', 0.1760655211588191), ('taxtype3 <= 0.00', 0.15032850425426852), ('registertype > 8.00', -0.14531874301902142), ('honor_num <= 0.00', -0.12554005392201734), ('certificate_num <= 0.00', 0.1232866735946456), ('taxtype0 <= 0.00', -0.1017152376411925), ('tax_dum <= 0.00', -0.0978982907645633), ('taxtype6 <= 0.00', -0.09714642007120221), ('illegad_num <= 0.00', 0.09371475406186967)]"
655472086,4,[0.05093856 0.47903534 0.13157943 0.33844667],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
329392251,3,[0.00857065 0.01788006 0.00997059 0.96357869],"[('BUSST > 11.00', 0.1910525646352826), ('taxtype1 <= 0.00', 0.17478915883730986), ('region_id > 348.50', 0.16912743046478623), ('registertype > 8.00', -0.16057752659431723), ('taxtype2 <= 0.00', -0.14501598809306596), ('certificate_num <= 0.00', 0.13973035790304686), ('taxtype0 <= 0.00', 0.11890149854667258), ('taxtype5 <= 0.00', -0.08587246556363642), ('honor_num <= 0.00', 0.07073447153423675), ('tax_dum <= 0.00', -0.05332249024998884)]"
585061007,3,[0.00734924 0.06556368 0.00633374 0.92075334],"[('BUSST > 11.00', 0.1852937384126898), ('registertype <= 8.00', 0.16959411829171636), ('LIMPARNUM <= 0.00', 0.16670921934382185), ('taxtype6 <= 0.00', -0.16022894057522427), ('honor_num <= 0.00', -0.15799142930516005), ('ttype_abnormal_2 <= 0.00', 0.1407855886968511), ('certificate_num <= 0.00', 0.1270172063384902), ('taxtype2 <= 0.00', 0.121037667902057), ('taxtype4 <= 0.00', -0.10304792031140089), ('tax_dum <= 0.00', -0.09697868424916127)]"
58376144,3,[0.04149507 0.01258522 0.00909638 0.93682333],"[('tax_dum <= 0.00', 0.2570070220808501), ('taxtype6 <= 0.00', 0.25605511429795247), ('BUSST > 11.00', 0.179717737852249), ('registertype <= 8.00', 0.15679947635083033), ('certificate_num <= 0.00', 0.14261427306716182), ('ttype_abnormal_2 <= 0.00', 0.08224509428108212), ('taxtype0 <= 0.00', 0.07735093428218992), ('so1 <= 0.00', 0.07667360923307058), ('taxtype1 <= 0.00', -0.07479295420726886), ('LIMPARNUM <= 0.00', -0.06075323059179763)]"
31941495,3,[0.08420493 0.24951358 0.15343697 0.51284452],"[('0.00 < BUSST <= 9.91', -0.31442702741008477), ('region_id > 348.50', 0.1931920170485549), ('registertype > 8.00', -0.16357392600169532), ('tax_dum <= 0.00', 0.15524225750030127), ('certificate_num <= 0.00', 0.12733301829270063), ('taxtype5 <= 0.00', 0.12098119454214784), ('illegad_num <= 0.00', 0.09443112728555336), ('EXENUM <= 0.00', 0.09330566500135731), ('taxtype3 <= 0.00', -0.061793820886287605), ('province_1 <= 0.00', -0.04644999058628638)]"
546141373,4,[0.12200255 0.42033609 0.26711666 0.19054471],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
30175838,1,[0.02140261 0.78964338 0.03805675 0.15089726],"[('0.00 < BUSST <= 9.91', 0.13345576789092017), ('INDUSTRYPHY <= 10.00', 0.11704425721600617), ('registertype > 8.00', 0.09597498232843242), ('region_id > 348.50', -0.0748878566854711), ('EXENUM <= 0.00', -0.07200947775894286), ('tax_dum <= 0.00', 0.06986574604243548), ('web_dum <= 0.00', -0.06229113745360847), ('CONAM_delta <= 0.00', -0.05041301712146221), ('taxtype2 <= 0.00', -0.0403256635178272), ('taxtype0 <= 0.00', 0.03841236910046274)]"
554966420,1,[0.05817509 0.67090251 0.03217618 0.23874622],"[('taxtype0 <= 0.00', -0.18999884995974484), ('taxtype6 <= 0.00', -0.14765047298506648), ('0.00 < BUSST <= 9.91', 0.13699971258623692), ('10.00 < INDUSTRYPHY <= 11.00', -0.12295576585519859), ('taxtype3 <= 0.00', 0.1206254019770521), ('registertype > 8.00', 0.10868395789825014), ('region_id > 348.50', -0.08127254885793987), ('web_dum <= 0.00', -0.049050277207246834), ('tax_dum <= 0.00', -0.04620903132487753), ('PROGRO <= 3076.90', -0.04496117246033641)]"
